Date,Contest number,Word,Number of  reported results,Number in hard mode,1 try,2 tries,3 tries,4 tries,5 tries,6 tries,7 or more tries (X),year,month,day,day_of_week,day_name,week_of_year,day_of_year,quarter,is_weekend,is_first_day,is_last_day,season,school_period,is_school_day,days_since_start,is_holiday,holiday_name,is_major_holiday,days_from_holiday,trend,residuals,residuals_pct,yesterday_raw,yesterday_residual,change_from_yesterday,residual_change,residual_lag_2,past_2day_avg_residual,residual_lag_3,past_3day_avg_residual,residual_lag_7,past_7day_avg_residual,month_name
2022-04-03,288,fewer,124532,7931,0,2,10,24,32,26,6,2022,4,3,6,Sunday,13,93,2,True,False,False,Spring,Spring Semester,False,86,False,,False,,139363,-14831,-10.641992494421045,155079.0,13457.0,-30547.0,-28288.0,721.0,7089.0,-11059.0,1039.6666666666667,9293.0,5698.285714285715,April
2022-04-04,289,shawl,129651,7943,0,3,16,31,30,16,3,2022,4,4,0,Monday,14,94,2,False,False,False,Spring,Spring Semester,False,87,False,,False,,137150,-7499,-5.467736055413781,124532.0,-14831.0,5119.0,7332.0,13457.0,-687.0,721.0,-217.66666666666666,20071.0,2252.0,April
2022-04-05,290,natal,121356,7702,0,2,14,32,32,17,3,2022,4,5,1,Tuesday,14,95,2,False,False,False,Spring,Spring Semester,False,88,False,,False,,134983,-13627,-10.095345339783528,129651.0,-7499.0,-8295.0,-6128.0,-14831.0,-11165.0,13457.0,-2957.6666666666665,-2056.0,-1686.5714285714287,April
2022-04-06,291,comma,117856,7560,0,2,13,33,33,17,3,2022,4,6,2,Wednesday,14,96,2,False,False,False,Spring,Spring Semester,False,89,False,,False,,132861,-15005,-11.293758138204591,121356.0,-13627.0,-3500.0,-1378.0,-7499.0,-10563.0,-14831.0,-11985.666666666666,9461.0,-3339.5714285714284,April
2022-04-07,292,foray,117761,7575,0,2,14,31,31,19,4,2022,4,7,3,Thursday,14,97,2,False,False,False,Spring,Spring Semester,False,90,False,,False,,130783,-13022,-9.956951591567712,117856.0,-15005.0,-95.0,1983.0,-13627.0,-14316.0,-7499.0,-12043.666666666666,-11059.0,-6834.714285714285,April
2022-04-08,293,scare,141158,9010,1,12,23,26,21,13,4,2022,4,8,4,Friday,14,98,2,False,False,False,Spring,Spring Semester,False,91,False,,False,,128750,12408,9.637281553398058,117761.0,-13022.0,23397.0,25430.0,-15005.0,-14013.5,-13627.0,-13884.666666666666,721.0,-7115.142857142857,April
2022-04-09,294,stair,134210,8537,2,21,36,26,11,4,1,2022,4,9,5,Saturday,14,99,2,True,False,False,Spring,Spring Semester,False,92,False,,False,,126759,7451,5.878083607475603,141158.0,12408.0,-6948.0,-4957.0,-13022.0,-307.0,-15005.0,-5206.333333333333,13457.0,-5445.571428571428,April
2022-04-10,295,black,126241,7894,1,10,31,34,18,6,1,2022,4,10,6,Sunday,14,100,2,True,False,False,Spring,Spring Semester,False,93,False,,False,,124810,1431,1.146542744972358,134210.0,7451.0,-7969.0,-6020.0,12408.0,9929.5,-13022.0,2279.0,-14831.0,-6303.571428571428,April
2022-04-11,296,squad,109828,7236,0,3,20,33,27,14,2,2022,4,11,0,Monday,15,101,2,False,False,False,Spring,Spring Semester,True,94,False,,False,,122901,-13073,-10.6370167858683,126241.0,1431.0,-16413.0,-14504.0,7451.0,4441.0,12408.0,7096.666666666667,-7499.0,-3980.4285714285716,April
2022-04-12,297,royal,114907,7275,1,5,24,36,23,9,1,2022,4,12,1,Tuesday,15,102,2,False,False,False,Spring,Spring Semester,True,95,False,,False,,121032,-6125,-5.060645118646309,109828.0,-13073.0,5079.0,6948.0,1431.0,-5821.0,7451.0,-1397.0,-13627.0,-4776.714285714285,April
2022-04-13,298,chunk,123255,7835,1,4,29,42,18,5,1,2022,4,13,2,Wednesday,15,103,2,False,False,False,Spring,Spring Semester,True,96,False,,False,,119200,4055,3.4018456375838926,114907.0,-6125.0,8348.0,10180.0,-13073.0,-9599.0,1431.0,-5922.333333333333,-15005.0,-3705.0,April
2022-04-14,299,mince,113448,7356,0,6,24,35,24,10,1,2022,4,14,3,Thursday,15,104,2,False,False,False,Spring,Spring Semester,True,97,False,,False,,117404,-3956,-3.3695615140881063,123255.0,4055.0,-9807.0,-8011.0,-6125.0,-1035.0,-13073.0,-5047.666666666667,-13022.0,-982.1428571428571,April
2022-04-15,300,shame,129991,8522,1,11,22,25,21,15,5,2022,4,15,4,Friday,15,105,2,False,False,False,Spring,Spring Semester,True,98,False,,False,-2.0,115642,14349,12.40812161671365,113448.0,-3956.0,16543.0,18305.0,4055.0,49.5,-6125.0,-2008.6666666666667,12408.0,313.0,April
2022-04-16,301,cheek,107987,7035,0,3,19,40,28,9,1,2022,4,16,5,Saturday,15,106,2,True,False,False,Spring,Spring Semester,False,99,False,,False,-1.0,113911,-5924,-5.200551307599793,129991.0,14349.0,-22004.0,-20273.0,-3956.0,5196.5,4055.0,4816.0,7451.0,590.2857142857143,April
2022-04-17,302,ample,106681,7008,0,4,20,35,27,11,2,2022,4,17,6,Sunday,15,107,2,True,False,False,Spring,Spring Semester,False,100,True,Easter,False,0.0,112211,-5530,-4.928215593836612,107987.0,-5924.0,-1306.0,394.0,14349.0,4212.5,-3956.0,1489.6666666666667,1431.0,-1320.4285714285713,April
2022-04-18,303,flair,112383,7341,1,8,30,36,18,6,1,2022,4,18,0,Monday,16,108,2,False,False,False,Spring,Spring Semester,True,101,False,,False,1.0,110540,1843,1.6672697666003256,106681.0,-5530.0,5702.0,7373.0,-5924.0,-5727.0,14349.0,965.0,-13073.0,-2314.8571428571427,April
2022-04-19,304,foyer,108899,8198,0,2,10,19,19,23,26,2022,4,19,1,Tuesday,16,109,2,False,False,False,Spring,Spring Semester,True,102,False,,False,2.0,108896,3,0.0027549221275345284,112383.0,1843.0,-3484.0,-1840.0,-5530.0,-1843.5,-5924.0,-3203.6666666666665,-6125.0,-184.0,April
2022-04-20,305,cargo,102007,6796,0,5,20,34,27,12,2,2022,4,20,2,Wednesday,16,110,2,False,False,False,Spring,Spring Semester,True,103,False,,False,,107277,-5270,-4.912516196388788,108899.0,3.0,-6892.0,-5273.0,1843.0,923.0,-5530.0,-1228.0,4055.0,691.4285714285714,April
2022-04-21,306,oxide,97955,6960,0,2,11,30,33,21,4,2022,4,21,3,Thursday,16,111,2,False,False,False,Spring,Spring Semester,True,104,False,,False,,105682,-7727,-7.311557313449783,102007.0,-5270.0,-4052.0,-2457.0,3.0,-2633.5,1843.0,-1141.3333333333333,-3956.0,-640.7142857142857,April
2022-04-22,307,plant,119232,7731,2,19,39,28,10,3,0,2022,4,22,4,Friday,16,112,2,False,False,False,Spring,Spring Semester,True,105,False,,False,,104111,15121,14.523921583694326,97955.0,-7727.0,21277.0,22848.0,-5270.0,-6498.5,3.0,-4331.333333333333,14349.0,-1179.4285714285713,April
2022-04-23,308,olive,95562,6482,1,6,25,34,23,10,1,2022,4,23,5,Saturday,16,113,2,True,False,False,Spring,Spring Semester,False,106,False,,False,,102563,-7001,-6.826048380020085,119232.0,15121.0,-23670.0,-22122.0,-7727.0,3697.0,-5270.0,708.0,-5924.0,-1069.142857142857,April
2022-04-24,309,inert,97452,6743,0,7,27,34,22,9,1,2022,4,24,6,Sunday,16,114,2,True,False,False,Spring,Spring Semester,False,107,False,,False,,101037,-3585,-3.5482051129784136,95562.0,-7001.0,1890.0,3416.0,15121.0,4060.0,-7727.0,131.0,-5530.0,-1223.0,April
2022-04-25,310,askew,91548,6549,0,3,13,29,32,19,4,2022,4,25,0,Monday,17,115,2,False,False,False,Spring,Spring Semester,True,108,False,,False,,99531,-7983,-8.020616692286826,97452.0,-3585.0,-5904.0,-4398.0,-7001.0,-5293.0,15121.0,1511.6666666666667,1843.0,-945.1428571428571,April
2022-04-26,311,heist,103153,6830,1,13,32,31,16,6,1,2022,4,26,1,Tuesday,17,116,2,False,False,False,Spring,Spring Semester,True,109,False,,False,,98047,5106,5.207706508103257,91548.0,-7983.0,11605.0,13089.0,-3585.0,-5784.0,-7001.0,-6189.666666666667,3.0,-2348.8571428571427,April
2022-04-27,312,shown,98967,6564,0,6,26,36,22,8,1,2022,4,27,2,Wednesday,17,117,2,False,False,False,Spring,Spring Semester,True,110,False,,False,,96585,2382,2.466221462960087,103153.0,5106.0,-4186.0,-2724.0,-7983.0,-1438.5,-3585.0,-2154.0,-5270.0,-1619.857142857143,April
2022-04-28,313,zesty,88974,6315,0,2,12,27,30,22,7,2022,4,28,3,Thursday,17,118,2,False,False,False,Spring,Spring Semester,True,111,False,,False,,95143,-6169,-6.483924198312015,98967.0,2382.0,-9993.0,-8551.0,5106.0,3744.0,-7983.0,-165.0,-7727.0,-526.7142857142857,April
2022-04-29,314,trash,106652,7001,2,19,34,27,13,4,1,2022,4,29,4,Friday,17,119,2,False,False,False,Spring,Spring Semester,True,112,False,,False,,93723,12929,13.794906266338039,88974.0,-6169.0,17678.0,19098.0,2382.0,-1893.5,5106.0,439.6666666666667,15121.0,-304.14285714285717,April
2022-04-30,315,larva,77991,5749,0,2,10,25,35,23,4,2022,4,30,5,Saturday,17,120,2,True,False,True,Spring,Spring Semester,False,113,False,,False,,92324,-14333,-15.524673974264546,106652.0,12929.0,-28661.0,-27262.0,-6169.0,3380.0,2382.0,3047.3333333333335,-7001.0,-617.2857142857143,April
2022-05-01,316,forgo,77658,5699,0,1,9,26,37,23,3,2022,5,1,6,Sunday,17,121,2,True,True,False,Spring,Spring Semester,False,114,False,,False,,90946,-13288,-14.610867987597034,77991.0,-14333.0,-333.0,1045.0,12929.0,-702.0,-6169.0,-2524.3333333333335,-3585.0,-1664.7142857142858,May
2022-05-02,317,story,95643,6530,1,10,23,29,24,11,2,2022,5,2,0,Monday,18,122,2,False,False,False,Spring,Spring Semester,True,115,False,,False,,89590,6053,6.756334412322803,77658.0,-13288.0,17985.0,19341.0,-14333.0,-13810.5,12929.0,-4897.333333333333,-7983.0,-3050.8571428571427,May
2022-05-03,318,hairy,85817,5941,1,8,24,33,23,10,1,2022,5,3,1,Tuesday,18,123,2,False,False,False,Spring,Spring Semester,True,116,False,,False,,88257,-2440,-2.764653228639088,95643.0,6053.0,-9826.0,-8493.0,-13288.0,-3617.5,-14333.0,-7189.333333333333,5106.0,-1045.7142857142858,May
2022-05-04,319,train,107750,7243,6,26,32,22,10,3,0,2022,5,4,2,Wednesday,18,124,2,False,False,False,Spring,Spring Semester,True,117,False,,False,,86947,20803,23.92606990465456,85817.0,-2440.0,21933.0,23243.0,6053.0,1806.5,-13288.0,-3225.0,2382.0,-2123.714285714286,May
2022-05-05,320,homer,85979,6313,0,3,16,26,24,19,12,2022,5,5,3,Thursday,18,125,2,False,False,False,Spring,Spring Semester,True,118,False,,False,,85661,318,0.3712307818026873,107750.0,20803.0,-21771.0,-20485.0,-2440.0,9181.5,6053.0,8138.666666666667,-6169.0,507.85714285714283,May
2022-05-06,321,badge,76292,5482,0,4,20,35,26,12,2,2022,5,6,4,Friday,18,126,2,False,False,False,Spring,Spring Semester,True,119,False,,False,,84399,-8107,-9.60556404696738,85979.0,318.0,-9687.0,-8425.0,20803.0,10560.5,-2440.0,6227.0,12929.0,1434.5714285714287,May
2022-05-07,322,midst,74458,5233,0,3,25,39,24,9,1,2022,5,7,5,Saturday,18,127,2,True,False,False,Spring,Spring Semester,False,120,False,,False,,83162,-8704,-10.46631875135278,76292.0,-8107.0,-1834.0,-597.0,318.0,-3894.5,20803.0,4338.0,-14333.0,-1570.5714285714287,May
2022-05-08,323,canny,72518,5256,0,2,10,30,34,20,4,2022,5,8,6,Sunday,18,128,2,True,False,False,Spring,Spring Semester,False,121,False,,False,,81951,-9433,-11.51053678417591,74458.0,-8704.0,-1940.0,-729.0,-8107.0,-8405.5,318.0,-5497.666666666667,-13288.0,-766.4285714285714,May
2022-05-09,324,shine,88932,6146,1,14,32,30,17,6,1,2022,5,9,0,Monday,19,129,2,False,False,False,Spring,Spring Semester,True,122,False,,False,,80767,8165,10.109326829026706,72518.0,-9433.0,16414.0,17598.0,-8704.0,-9068.5,-8107.0,-8748.0,6053.0,-215.71428571428572,May
2022-05-10,325,gecko,74412,5489,0,2,16,38,29,12,2,2022,5,10,1,Tuesday,19,130,2,False,False,False,Spring,Spring Semester,True,123,False,,False,,79611,-5199,-6.530504578513019,88932.0,8165.0,-14520.0,-13364.0,-9433.0,-634.0,-8704.0,-3324.0,-2440.0,86.0,May
2022-05-11,326,farce,79446,5688,0,9,26,32,21,9,1,2022,5,11,2,Wednesday,19,131,2,False,False,False,Spring,Spring Semester,True,124,False,,False,,78482,964,1.2283071277490378,74412.0,-5199.0,5034.0,6163.0,8165.0,1483.0,-9433.0,-2155.6666666666665,20803.0,-308.14285714285717,May
2022-05-12,327,slung,75673,5419,0,2,16,37,31,13,2,2022,5,12,3,Thursday,19,132,2,False,False,False,Spring,Spring Semester,True,125,False,,False,,77383,-1710,-2.209787679464482,79446.0,964.0,-3773.0,-2674.0,-5199.0,-2117.5,8165.0,1310.0,318.0,-3142.285714285714,May
2022-05-13,328,tipsy,77585,5522,0,6,33,38,17,5,1,2022,5,13,4,Friday,19,133,2,False,False,False,Spring,Spring Semester,True,126,False,,False,,76313,1272,1.6668195458178814,75673.0,-1710.0,1912.0,2982.0,964.0,-373.0,-5199.0,-1981.6666666666667,-8107.0,-3432.0,May
2022-05-14,329,metal,73225,5290,1,10,31,34,18,7,1,2022,5,14,5,Saturday,19,134,2,True,False,False,Spring,Spring Semester,False,127,False,,False,,75273,-2048,-2.720763089022624,77585.0,1272.0,-4360.0,-3320.0,-1710.0,-219.0,964.0,175.33333333333334,-8704.0,-2092.1428571428573,May
2022-05-15,330,yield,67115,4963,0,4,16,29,29,18,4,2022,5,15,6,Sunday,19,135,2,True,False,False,Spring,Spring Semester,False,128,False,,False,,74263,-7148,-9.625250797840108,73225.0,-2048.0,-6110.0,-5100.0,1272.0,-388.0,-1710.0,-828.6666666666666,-9433.0,-1141.2857142857142,May
2022-05-16,331,delve,68349,5179,0,2,14,32,33,16,2,2022,5,16,0,Monday,20,136,2,False,False,False,Spring,Spring Semester,True,129,False,,False,,73284,-4935,-6.734075650892418,67115.0,-7148.0,1234.0,2213.0,-2048.0,-4598.0,1272.0,-2641.3333333333335,8165.0,-814.8571428571429,May
2022-05-17,332,being,70722,5142,0,4,22,37,26,10,1,2022,5,17,1,Tuesday,20,137,2,False,False,False,Spring,Spring Semester,True,130,False,,False,,72336,-1614,-2.2312541473125416,68349.0,-4935.0,2373.0,3321.0,-7148.0,-6041.5,-2048.0,-4710.333333333333,-5199.0,-2686.285714285714,May
2022-05-18,333,scour,73933,5544,0,8,34,35,17,5,1,2022,5,18,2,Wednesday,20,138,2,False,False,False,Spring,Spring Semester,True,131,False,,False,,71420,2513,3.51862223466816,70722.0,-1614.0,3211.0,4127.0,-4935.0,-3274.5,-7148.0,-4565.666666666667,964.0,-2174.1428571428573,May
2022-05-19,334,glass,70920,5162,0,4,19,33,27,14,3,2022,5,19,3,Thursday,20,139,2,False,False,False,Spring,Spring Semester,True,132,False,,False,,70534,386,0.5472538066747952,73933.0,2513.0,-3013.0,-2127.0,-1614.0,449.5,-4935.0,-1345.3333333333333,-1710.0,-1952.857142857143,May
2022-05-20,335,gamer,69884,5238,1,4,17,28,26,18,6,2022,5,20,4,Friday,20,140,2,False,False,False,Spring,Spring Semester,True,133,False,,False,,69679,205,0.294206288838818,70920.0,386.0,-1036.0,-181.0,2513.0,1449.5,-1614.0,428.3333333333333,1272.0,-1653.4285714285713,May
2022-05-21,336,scrap,66814,4973,1,9,28,34,20,8,1,2022,5,21,5,Saturday,20,141,2,True,False,False,Spring,Spring Semester,False,134,False,,False,,68854,-2040,-2.9627908327765997,69884.0,205.0,-3070.0,-2245.0,386.0,295.5,2513.0,1034.6666666666667,-2048.0,-1805.857142857143,May
2022-05-22,337,money,67909,4928,1,7,26,36,21,8,1,2022,5,22,6,Sunday,20,142,2,True,False,False,Spring,Spring Semester,False,135,False,,False,,68060,-151,-0.22186306200411401,66814.0,-2040.0,1095.0,1889.0,205.0,-917.5,386.0,-483.0,-7148.0,-1804.7142857142858,May
2022-05-23,338,hinge,66431,4906,0,5,25,37,22,9,2,2022,5,23,0,Monday,21,143,2,False,False,False,Spring,Spring Semester,True,136,False,,False,,67295,-864,-1.2838992495727766,67909.0,-151.0,-1478.0,-713.0,-2040.0,-1095.5,205.0,-662.0,-4935.0,-805.1428571428571,May
2022-05-24,339,album,63380,4809,0,5,26,35,24,9,1,2022,5,24,1,Tuesday,21,144,2,False,False,False,Spring,Spring Semester,True,137,False,,False,,66558,-3178,-4.774782896120676,66431.0,-864.0,-3051.0,-2314.0,-151.0,-507.5,-2040.0,-1018.3333333333334,-1614.0,-223.57142857142858,May
2022-05-25,340,vouch,62723,4835,0,2,9,25,33,24,6,2022,5,25,2,Wednesday,21,145,2,False,False,False,Spring,Spring Semester,True,138,False,,False,,65849,-3126,-4.747224711081413,63380.0,-3178.0,-657.0,52.0,-864.0,-2021.0,-151.0,-1397.6666666666667,2513.0,-447.0,May
2022-05-26,341,asset,63188,4733,0,7,28,34,21,8,1,2022,5,26,3,Thursday,21,146,2,False,False,False,Spring,Spring Semester,True,139,False,,False,,65166,-1978,-3.035325169566952,62723.0,-3126.0,465.0,1148.0,-3178.0,-3152.0,-864.0,-2389.3333333333335,386.0,-1252.5714285714287,May
2022-05-27,342,tiara,63846,4842,0,8,36,33,17,6,1,2022,5,27,4,Friday,21,147,2,False,False,False,Spring,Spring Semester,True,140,False,,False,,64508,-662,-1.0262293048924165,63188.0,-1978.0,658.0,1316.0,-3126.0,-2552.0,-3178.0,-2760.6666666666665,205.0,-1590.2857142857142,May
2022-05-28,343,crept,60069,4562,0,4,27,38,22,7,1,2022,5,28,5,Saturday,21,148,2,True,False,False,Spring,Spring Semester,False,141,False,,False,-2.0,63873,-3804,-5.955568080409563,63846.0,-662.0,-3777.0,-3142.0,-1978.0,-1320.0,-3126.0,-1922.0,-2040.0,-1714.142857142857,May
2022-05-29,344,bayou,56839,4435,0,6,17,33,29,13,2,2022,5,29,6,Sunday,21,149,2,True,False,False,Spring,Spring Semester,False,142,False,,False,-1.0,63259,-6420,-10.148753537046112,60069.0,-3804.0,-3230.0,-2616.0,-662.0,-2233.0,-1978.0,-2148.0,-151.0,-1966.142857142857,May
2022-05-30,345,atoll,60969,4741,0,6,28,36,21,8,1,2022,5,30,0,Monday,22,150,2,False,False,False,Spring,Spring Semester,True,143,True,Memorial Day,False,0.0,62666,-1697,-2.708007531995021,56839.0,-6420.0,4130.0,4723.0,-3804.0,-5112.0,-662.0,-3628.6666666666665,-864.0,-2861.714285714286,May
2022-05-31,346,manor,62768,4802,0,6,27,34,21,10,2,2022,5,31,1,Tuesday,22,151,2,False,False,True,Spring,Spring Semester,True,144,False,,False,1.0,62090,678,1.091963279110968,60969.0,-1697.0,1799.0,2375.0,-6420.0,-4058.5,-3804.0,-3973.6666666666665,-3178.0,-2980.714285714286,May
2022-06-01,347,creak,63241,4797,0,5,21,32,25,14,3,2022,6,1,2,Wednesday,22,152,2,False,True,False,Summer,Summer Break,False,145,False,,False,2.0,61530,1711,2.7807573541361936,62768.0,678.0,473.0,1033.0,-1697.0,-509.5,-6420.0,-2479.6666666666665,-3126.0,-2429.8571428571427,June
2022-06-02,348,showy,61278,4770,0,2,16,37,30,13,2,2022,6,2,3,Thursday,22,153,2,False,False,False,Summer,Summer Break,False,146,False,,False,,60983,295,0.48374137054588984,63241.0,1711.0,-1963.0,-1416.0,678.0,1194.5,-1697.0,230.66666666666666,-1978.0,-1738.857142857143,June
2022-06-03,349,peach,65431,4957,1,13,38,32,13,3,0,2022,6,3,4,Friday,22,154,2,False,False,False,Summer,Summer Break,False,147,False,,False,,60447,4984,8.245239631412643,61278.0,295.0,4153.0,4689.0,1711.0,1003.0,678.0,894.6666666666666,-662.0,-1414.142857142857,June
2022-06-04,350,froth,58263,4432,0,5,22,35,25,11,1,2022,6,4,5,Saturday,22,155,2,True,False,False,Summer,Summer Break,False,148,False,,False,,59922,-1659,-2.7685991789326128,65431.0,4984.0,-7168.0,-6643.0,295.0,2639.5,1711.0,2330.0,-3804.0,-607.5714285714286,June
2022-06-05,351,depth,56738,4329,0,6,28,39,20,6,1,2022,6,5,6,Sunday,22,156,2,True,False,False,Summer,Summer Break,False,149,False,,False,,59403,-2665,-4.486305405450903,58263.0,-1659.0,-1525.0,-1006.0,4984.0,1662.5,295.0,1206.6666666666667,-6420.0,-301.14285714285717,June
2022-06-06,352,gloom,58478,4548,0,2,14,35,35,13,1,2022,6,6,0,Monday,23,157,2,False,False,False,Summer,Summer Break,False,150,False,,False,,58890,-412,-0.6996094413312957,56738.0,-2665.0,1740.0,2253.0,-1659.0,-2162.0,4984.0,220.0,-1697.0,235.28571428571428,June
2022-06-07,353,flood,58991,4440,0,3,20,40,28,8,1,2022,6,7,1,Tuesday,23,158,2,False,False,False,Summer,Summer Break,False,151,False,,False,,58381,610,1.0448604854319044,58478.0,-412.0,513.0,1022.0,-2665.0,-1538.5,-1659.0,-1578.6666666666667,678.0,418.85714285714283,June
2022-06-08,354,trait,61026,4607,0,6,22,35,24,11,2,2022,6,8,2,Wednesday,23,159,2,False,False,False,Summer,Summer Break,False,152,False,,False,,57874,3152,5.446314407160383,58991.0,610.0,2035.0,2542.0,-412.0,99.0,-2665.0,-822.3333333333334,1711.0,409.14285714285717,June
2022-06-09,355,girth,60020,4665,0,6,23,33,23,12,3,2022,6,9,3,Thursday,23,160,2,False,False,False,Summer,Summer Break,False,153,False,,False,,57368,2652,4.6227862222842,61026.0,3152.0,-1006.0,-500.0,610.0,1881.0,-412.0,1116.6666666666667,295.0,615.0,June
2022-06-10,356,piety,55376,4324,0,4,25,41,22,7,1,2022,6,10,4,Friday,23,161,2,False,False,False,Summer,Summer Break,False,154,False,,False,,56863,-1487,-2.6150572428468424,60020.0,2652.0,-4644.0,-4139.0,3152.0,2902.0,610.0,2138.0,4984.0,951.7142857142857,June
2022-06-11,357,goose,51958,4087,0,2,12,28,32,21,5,2022,6,11,5,Saturday,23,162,2,True,False,False,Summer,Summer Break,False,155,False,,False,,56356,-4398,-7.803960536588828,55376.0,-1487.0,-3418.0,-2911.0,2652.0,582.5,3152.0,1439.0,-1659.0,27.285714285714285,June
2022-06-12,358,float,56684,4323,1,12,30,32,18,6,1,2022,6,12,6,Sunday,23,163,2,True,False,False,Summer,Summer Break,False,156,False,,False,,55847,837,1.498737622432718,51958.0,-4398.0,4726.0,5235.0,-1487.0,-2942.5,2652.0,-1077.6666666666667,-2665.0,-364.0,June
2022-06-13,359,donor,53802,4142,0,3,27,38,23,7,1,2022,6,13,0,Monday,24,164,2,False,False,False,Summer,Summer Break,False,157,False,,False,,55336,-1534,-2.7721555587682523,56684.0,837.0,-2882.0,-2371.0,-4398.0,-1780.5,-1487.0,-1682.6666666666667,-412.0,136.28571428571428,June
2022-06-14,360,atone,59968,4762,2,16,34,29,14,4,1,2022,6,14,1,Tuesday,24,165,2,False,False,False,Summer,Summer Break,False,158,False,,False,,54823,5145,9.384747277602466,53802.0,-1534.0,6166.0,6679.0,837.0,-348.5,-4398.0,-1698.3333333333333,610.0,-24.0,June
2022-06-15,361,primo,55989,4391,0,3,22,38,25,10,2,2022,6,15,2,Wednesday,24,166,2,False,False,False,Summer,Summer Break,False,159,False,,False,,54308,1681,3.0953082418796494,59968.0,5145.0,-3979.0,-3464.0,-1534.0,1805.5,837.0,1482.6666666666667,3152.0,623.8571428571429,June
2022-06-16,362,apron,53430,4112,0,7,30,38,19,5,1,2022,6,16,3,Thursday,24,167,2,False,False,False,Summer,Summer Break,False,160,False,,False,,53791,-361,-0.6711159859456043,55989.0,1681.0,-2559.0,-2042.0,5145.0,3413.0,-1534.0,1764.0,2652.0,413.7142857142857,June
2022-06-17,363,blown,54665,4251,0,6,23,35,26,10,1,2022,6,17,4,Friday,24,168,2,False,False,False,Summer,Summer Break,False,161,False,,False,,53273,1392,2.6129559063690797,53430.0,-361.0,1235.0,1753.0,1681.0,660.0,5145.0,2155.0,-1487.0,-16.714285714285715,June
2022-06-18,364,cacao,47205,4101,0,1,9,27,36,23,4,2022,6,18,5,Saturday,24,169,2,True,False,False,Summer,Summer Break,False,162,False,,False,,52754,-5549,-10.518633658111233,54665.0,1392.0,-7460.0,-6941.0,-361.0,515.5,1681.0,904.0,-4398.0,394.57142857142856,June
2022-06-19,365,loser,55359,4399,1,10,28,32,19,8,2,2022,6,19,6,Sunday,24,170,2,True,False,False,Summer,Summer Break,False,163,False,,False,,52236,3123,5.978635423845623,47205.0,-5549.0,8154.0,8672.0,1392.0,-2078.5,-361.0,-1506.0,837.0,230.14285714285714,June
2022-06-20,366,input,50484,3950,0,5,30,38,21,6,1,2022,6,20,0,Monday,25,171,2,False,False,False,Summer,Summer Break,False,164,False,,False,,51719,-1235,-2.387903865117268,55359.0,3123.0,-4875.0,-4358.0,-5549.0,-1213.0,1392.0,-344.6666666666667,-1534.0,556.7142857142857,June
2022-06-21,367,gloat,53342,4194,0,8,21,31,26,12,2,2022,6,21,1,Tuesday,25,172,2,False,False,False,Summer,Summer Break,False,165,False,,False,,51204,2138,4.175455042574798,50484.0,-1235.0,2858.0,3373.0,3123.0,944.0,-5549.0,-1220.3333333333333,5145.0,599.4285714285714,June
2022-06-22,368,awful,47645,3861,0,5,21,33,27,12,2,2022,6,22,2,Wednesday,25,173,2,False,False,False,Summer,Summer Break,False,166,False,,False,,50694,-3049,-6.014518483449717,53342.0,2138.0,-5697.0,-5187.0,-1235.0,451.5,3123.0,1342.0,1681.0,169.85714285714286,June
2022-06-23,369,brink,53111,4118,0,4,22,41,24,7,1,2022,6,23,3,Thursday,25,174,2,False,False,False,Summer,Summer Break,False,167,False,,False,,50189,2922,5.82199286696288,47645.0,-3049.0,5466.0,5971.0,2138.0,-455.5,-1235.0,-715.3333333333334,-361.0,-505.85714285714283,June
2022-06-24,370,smite,50617,3991,0,6,23,35,24,11,2,2022,6,24,4,Friday,25,175,2,False,False,False,Summer,Summer Break,False,168,False,,False,,49690,927,1.865566512376736,53111.0,2922.0,-2494.0,-1995.0,-3049.0,-63.5,2138.0,670.3333333333334,1392.0,-36.857142857142854,June
2022-06-25,371,beady,46089,3670,0,3,19,39,29,10,1,2022,6,25,5,Saturday,25,176,2,True,False,False,Summer,Summer Break,False,169,False,,False,,49200,-3111,-6.323170731707317,50617.0,927.0,-4528.0,-4038.0,2922.0,1924.5,-3049.0,266.6666666666667,-5549.0,-103.28571428571429,June
2022-06-26,372,rusty,50450,3954,0,9,37,34,13,5,1,2022,6,26,6,Sunday,25,177,2,True,False,False,Summer,Summer Break,False,170,False,,False,,48718,1732,3.5551541524693135,46089.0,-3111.0,4361.0,4843.0,927.0,-1092.0,2922.0,246.0,3123.0,245.0,June
2022-06-27,373,retro,47986,3848,0,6,24,35,24,9,1,2022,6,27,0,Monday,26,178,2,False,False,False,Summer,Summer Break,False,171,False,,False,,48247,-261,-0.5409662776960226,50450.0,1732.0,-2464.0,-1993.0,-3111.0,-689.5,927.0,-150.66666666666666,-1235.0,46.285714285714285,June
2022-06-28,374,droll,47312,3844,0,2,16,31,31,17,3,2022,6,28,1,Tuesday,26,179,2,False,False,False,Summer,Summer Break,False,172,False,,False,,47788,-476,-0.9960659579810831,47986.0,-261.0,-674.0,-215.0,1732.0,735.5,-3111.0,-546.6666666666666,2138.0,185.42857142857142,June
2022-06-29,375,gawky,45645,3957,0,1,5,22,33,28,10,2022,6,29,2,Wednesday,26,180,2,False,False,False,Summer,Summer Break,False,173,False,,False,,47341,-1696,-3.5825183244967365,47312.0,-476.0,-1667.0,-1220.0,-261.0,-368.5,1732.0,331.6666666666667,-3049.0,-188.0,June
